Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Valor Empenhado
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;4569 - Capacitação e Valorização do Servidor;560.230,00;-373.400,17;243.000,00;250.000,00;679.829,83
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903000 - Material de Consumo;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;2676 - Operacionalização de Unidade da Defesa Civil ;72.112,17;69.802,90;409.670,42;-2.940,60;548.644,89
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;2676 - Operacionalização de Unidade da Defesa Civil ;1.695.000,00;3.511.806,83;11.096.508,89;146.092,00;16.449.407,72
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;422 - Direitos Individuais, Coletivos e Difusos;0471 - Gestão das Unidades de Atendimento ao Cidadão;2065 - Participação no Programa Rio Poupa Tempo DETR;2.331.567,00;0;9.326.268,00;0;11.657.835,00
14 - Secretaria de Estado da Casa Civil           ;33903400 - Outras Despesas de Pessoal Decorrentes de Con;232 - Taxas pelo Exercício do Poder de Polícia e po;422 - Direitos Individuais, Coletivos e Difusos;0471 - Gestão das Unidades de Atendimento ao Cidadão;4119 - Atendimento do Serviço de Identificação Civil;1.773.396,65;0;3.546.793,30;0;5.320.189,95
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;422 - Direitos Individuais, Coletivos e Difusos;0471 - Gestão das Unidades de Atendimento ao Cidadão;4119 - Atendimento do Serviço de Identificação Civil;2.855.100,00;61.870,00;42.600,00;0;2.959.570,00
14 - Secretaria de Estado da Casa Civil           ;33903000 - Material de Consumo;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;630.480,00;19.270,00;0;649.750,00
14 - Secretaria de Estado da Casa Civil           ;44905200 - Equipamentos e Material Permanente;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;90.803,00;0;0;90.803,00
14 - Secretaria de Estado da Casa Civil           ;33900800 - Outros Benefícios Assistenciais do Servidor e;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;1.979.652,48;2.188.958,43;0;4.168.610,91
14 - Secretaria de Estado da Casa Civil           ;33909200 - Despesas de Exercícios Anteriores;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;32.967,26;0;2.360,40;35.327,66
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;140.100,00;5.658.061,06;4.157,43;5.802.318,49
16 - Secretaria de Estado de Defesa Civil e Corpo ;33909200 - Despesas de Exercícios Anteriores;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;187.097,46;519.733,60;11.739,36;718.570,42
14 - Secretaria de Estado da Casa Civil           ;33903400 - Outras Despesas de Pessoal Decorrentes de Con;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4111 - Atendimento do Serviço de Registro de Veículo;0;3.491.190,53;3.505.320,46;-3.491,19;6.993.019,80
14 - Secretaria de Estado da Casa Civil           ;33903000 - Material de Consumo;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4120 - Atendimento do Serviço de Habilitação de Moto;0;15.917,50;20.726,40;0;36.643,90
16 - Secretaria de Estado de Defesa Civil e Corpo ;33901500 - Diárias - Militar;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;2676 - Operacionalização de Unidade da Defesa Civil ;0;8.350,40;53.204,75;12.134,90;73.690,05
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903300 - Passagens e Despesas com Locomoção;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;2676 - Operacionalização de Unidade da Defesa Civil ;0;150.000,00;0;0;150.000,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33904000 - Serviços de Tecnologia da Informação e Comuni;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;2676 - Operacionalização de Unidade da Defesa Civil ;0;256.206,70;500.000,00;0;756.206,70
16 - Secretaria de Estado de Defesa Civil e Corpo ;33909200 - Despesas de Exercícios Anteriores;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;2676 - Operacionalização de Unidade da Defesa Civil ;0;31.873,60;15.402,00;9.027,98;56.303,58
16 - Secretaria de Estado de Defesa Civil e Corpo ;44905200 - Equipamentos e Material Permanente;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;3511 - Reequipamento do CBMERJ;0;640.662,00;0;0;640.662,00
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;232 - Taxas pelo Exercício do Poder de Polícia e po;422 - Direitos Individuais, Coletivos e Difusos;0471 - Gestão das Unidades de Atendimento ao Cidadão;4119 - Atendimento do Serviço de Identificação Civil;0;4.000,00;0;4.000,00;8.000,00
14 - Secretaria de Estado da Casa Civil           ;33904000 - Serviços de Tecnologia da Informação e Comuni;232 - Taxas pelo Exercício do Poder de Polícia e po;422 - Direitos Individuais, Coletivos e Difusos;0471 - Gestão das Unidades de Atendimento ao Cidadão;4119 - Atendimento do Serviço de Identificação Civil;0;1.358.220,40;679.110,20;0;2.037.330,60
14 - Secretaria de Estado da Casa Civil           ;33904000 - Serviços de Tecnologia da Informação e Comuni;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;0;775.001,79;775.001,79;1.550.003,58
14 - Secretaria de Estado da Casa Civil           ;44905200 - Equipamentos e Material Permanente;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;0;120.824,80;120.824,80;241.649,60
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;0;1.000.000,00;0;1.000.000,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;31909200 - Despesas de Exercícios Anteriores;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;69.373,86;0;69.373,86
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0471 - Gestão das Unidades de Atendimento ao Cidadão;4666 - Desenvolvimento de Engenharia e Reestruturaçã;0;0;7.956,50;7.600,00;15.556,50
16 - Secretaria de Estado de Defesa Civil e Corpo ;33913900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;4569 - Capacitação e Valorização do Servidor;0;0;250.000,00;0;250.000,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903000 - Material de Consumo;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;3511 - Reequipamento do CBMERJ;0;0;389.217,92;72.500,00;461.717,92
16 - Secretaria de Estado de Defesa Civil e Corpo ;44905100 - Obras e Instalações;232 - Taxas pelo Exercício do Poder de Polícia e po;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;3512 - Implantação e Reforma de Unidade do CBMERJ;0;0;162.489,72;0;162.489,72
14 - Secretaria de Estado da Casa Civil           ;33909200 - Despesas de Exercícios Anteriores;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;901,9;901,9
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;782 - Transporte Rodoviário;0479 - Segurança no Trânsito;4667 - Educação e Segurança no Trânsito;0;0;0;8.800,00;8.800,00
